PNODEID,PNODENAME,PNODETYPE,STATE
34885807,CRADOCK 35 KV TX2,LOAD,VA
34885811,CRITTNDN35 KV TX1,LOAD,VA
34885813,DAVISCNR13 KV TX3,LOAD,VA
34885815,DAVISCNR13 KV TX4,LOAD,VA
34885817,DAVISCNR35 KV TX1,LOAD,VA
34885819,DAVISCNR35 KV TX2,LOAD,VA
34885821,DEEPCREK13 KV TX1,LOAD,VA
34885823,DEEPCREK13 KV TX2,LOAD,VA
34885825,DENBIGH 35 KV TX1,LOAD,VA
34885827,DENBIGH 35 KV TX2,LOAD,VA
34885829,DOW 115 KV TX1,LOAD,VA
34885831,DOZIER 13 KV TX1,LOAD,VA
34885833,DOZIER 13 KV TX2,LOAD,VA
34885835,FENTRES435 KV TX2,LOAD,VA
34885837,FRANKLI413 KV TX1,LOAD,VA
34885839,FRANKLI413 KV TX2,LOAD,VA
34885841,FTEUSTIS115 KV TX1,LOAD,VA
34885843,FTEUSTIS115 KV TX2,LOAD,VA
34885845,GOSPORT 35 KV TX1,LOAD,VA
34885847,GOSPORT 35 KV TX2,LOAD,VA
34885849,GRAFTON413 KV TX1,LOAD,VA
34885851,GRAVLNK 13 KV TX1,LOAD,VA
34885853,GREENRUN35 KV TX1,LOAD,VA
34885855,GREENRUN35 KV TX2,LOAD,VA
34885857,GREENWCH35 KV TX3,LOAD,VA
34885859,GRTBRIDG35 KV TX1,LOAD,VA
34885861,GRTBRIDG35 KV TX2,LOAD,VA
34885863,HANDSMDP115 KV TX1,LOAD,VA
34885865,HARBORVW35 KV TX1,LOAD,VA
34885867,HICKORY 13 KV TX1,LOAD,VA
34885869,HICKORY 35 KV TX2,LOAD,VA
34885871,HODGESFY13 KV TX1,LOAD,VA
34885873,HODGESFY35 KV TX2,LOAD,VA
34885875,HOLLAND 115 KV HOLLNDP,LOAD,VA
34885877,HOLLAND 115 KV TX1,LOAD,VA
34885879,HUNTMNDP35 KV TX1,LOAD,VA
34885881,INDUSTPK13 KV TX2,LOAD,VA
34885883,INDUSTPK13 KV TX3,LOAD,VA
34885885,INDUSTPK35 KV TX1,LOAD,VA
34885887,KINGSFRK13 KV TX1,LOAD,VA
34885889,KINGSFRK35 KV TX2,LOAD,VA
34885891,KINGSFRK35 KV TX3,LOAD,VA
34885893,KINGSMIL35 KV TX1,LOAD,VA
34885895,KINGSMIL35 KV TX2,LOAD,VA
34885897,LANDSTWN35 KV TX3,LOAD,VA
34885899,LANEXA 115 KV TX1,LOAD,VA
34885901,LEBANON413 KV TX1,LOAD,VA
34885903,LEBANON435 KV TX2,LOAD,VA
34885905,LGHTFOOT35 KV TX1,LOAD,VA
34885907,LGHTFOOT35 KV TX2,LOAD,VA
34885909,LONDNBRG35 KV TX1,LOAD,VA
34885911,LONGCREK35 KV TX1,LOAD,VA
34885913,LONGCREK35 KV TX2,LOAD,VA
34885917,LYNNHAVN35 KV TX4,LOAD,VA
34885919,LYNNHAVN35 KV TX5,LOAD,VA
34885921,MAGRUDER13 KV TX1,LOAD,VA
34885923,MAGRUDER35 KV TX2,LOAD,VA
34885925,MAGRUDER35 KV TX3,LOAD,VA
34885927,MARTNHND115 KV TX1,LOAD,VA
34885929,MCLAUGH 35 KV TX5,LOAD,VA
34885931,MERCURY 22 KV TX1,LOAD,VA
34885933,MYRTLE 35 KV TX1,LOAD,VA
34885935,NAVYSTH 35 KV TX1,LOAD,VA
34885937,NAVYSTH 35 KV TX2,LOAD,VA
34885939,NEWPORTR13 KV TX1,LOAD,VA
34885941,NWPORTNW13 KV TX4,LOAD,VA
34885943,NWPORTNW22 KV TX3,LOAD,VA
34885945,NWPORTNW22 KV TX8,LOAD,VA
34885947,OAKRIDGE13 KV TX1,LOAD,VA
34885949,OAKWOOD 13 KV TX3,LOAD,VA
34885951,OAKWOOD 13 KV TX4,LOAD,VA
34885953,OAKWOOD 35 KV TX1,LOAD,VA
34885955,OAKWOOD 35 KV TX2,LOAD,VA
34885957,OAKWOOD 35 KV TX5,LOAD,VA
34885959,PENDLETN35 KV TX1,LOAD,VA
34885961,PENDLETN35 KV TX2,LOAD,VA
34885963,PENINSLA35 KV TX1,LOAD,VA
34885965,PENINSLA35 KV TX2,LOAD,VA
34885967,PENINSLA35 KV TX5,LOAD,VA
34885969,PENINSLA115 KV NASA1,LOAD,VA
34885971,PENINSLA115 KV NASA2,LOAD,VA
34885973,POOLSVIL35 KV TX1,LOAD,VA
34885975,PRINCANN35 KV TX1,LOAD,VA
34885977,REEVESAV35 KV TX2,LOAD,VA
34885979,REEVESAV35 KV TX3,LOAD,VA
34885981,REEVESAV35 KV TX6,LOAD,VA
34885983,RURITAN 230 KV TX1,LOAD,VA
34885985,SEAFORD 35 KV TX1,LOAD,VA
34885987,SEAFORD 35 KV TX2,LOAD,VA
34885991,SEWELLPT35 KV TX8,LOAD,VA
34885993,SHEA 35 KV TX3,LOAD,VA
34885995,SHEA 35 KV TX4,LOAD,VA
34885997,SHELLBNK13 KV TX3,LOAD,VA
34885999,SHELLBNK22 KV TX1,LOAD,VA
34886001,SHELLBNK22 KV TX2,LOAD,VA
34886003,SHELLBNK22 KV TX4,LOAD,VA
34886005,SHELLBNK22 KV TX5,LOAD,VA
34886007,SMITHFLD35 KV TX1,LOAD,VA
34886009,SMITHFLD35 KV TX2,LOAD,VA
34886011,SNORFOLK35 KV TX3,LOAD,VA
34886013,STUMPYLK35 KV TX1,LOAD,VA
34886015,STUMPYLK35 KV TX2,LOAD,VA
34886017,SUFFOLK 13 KV TX1,LOAD,VA
34886019,SUFFOLK 35 KV TX4,LOAD,VA
34886021,SURRY4 4 KV SS1,LOAD,VA
34886023,SURRY4 4 KV SS2,LOAD,VA
34886025,SURRY4 35 KV BUS5LOAD,LOAD,VA
34886027,SURRY4 35 KV BUS6LOAD,LOAD,VA
34886029,SURRY4 35 KV RSS4,LOAD,VA
34886031,TABB 35 KV TX1,LOAD,VA
34886033,TAUSSIG 13 KV TX2,LOAD,VA
34886035,TAUSSIG 35 KV TX4,LOAD,VA
34886037,THALIA 35 KV TX3,LOAD,VA
34886039,THALIA 35 KV TX4,LOAD,VA
34886041,THOLEST 35 KV TX1,LOAD,VA
34886043,THOMPSCR13 KV TX1,LOAD,VA
34886045,THOMPSCR13 KV TX2,LOAD,VA
34886047,THOMPSCR35 KV TX3,LOAD,VA
34886049,THOMPSCR35 KV TX4,LOAD,VA
34886051,THRASHER35 KV TX1,LOAD,VA
34886053,THRASHER35 KV TX2,LOAD,VA
34886055,TOANO 35 KV TX1,LOAD,VA
34886057,TOANO 35 KV TX2,LOAD,VA
34886059,UCARBIDE115 KV TX1,LOAD,VA
34886071,VABEACH 13 KV TX3,LOAD,VA
34886073,VABEACH 13 KV TX4,LOAD,VA
34886075,VABEACH 35 KV TX1,LOAD,VA
34886077,VABEACH 35 KV TX2,LOAD,VA
34886079,WALLER 35 KV TX3,LOAD,VA
34886081,WALLER 35 KV TX5,LOAD,VA
34886083,WARWICK 13 KV TX1,LOAD,VA
34886085,WARWICK 13 KV TX2,LOAD,VA
34886087,WARWICK 35 KV TX3,LOAD,VA
34886089,WARWICK 35 KV TX4,LOAD,VA
34886091,WINCHEST35 KV TX3,LOAD,VA
34886093,WINCHEST35 KV TX4,LOAD,VA
34886095,WINDSRDP115 KV TX1,LOAD,VA
34886097,WTKINSCR35 KV TX1,LOAD,VA
34886101,YADKIN4 35 KV TX4,LOAD,VA
34886103,YORKTOW44 KV RSS1,LOAD,VA
34886105,YORKTOW44 KV RSS2,LOAD,VA
34886107,YORKTOW44 KV SS1,LOAD,VA
34886109,YORKTOW44 KV SS2,LOAD,VA
34886111,YORKTOW44 KV SS3,LOAD,VA
34886113,YORKTOW435 KV RSS3,LOAD,VA
34886115,YORKTOW4115 KV AMOCO-1,LOAD,VA
34886117,YORKTOW4115 KV AMOCO-2,LOAD,VA
34886119,YTNAVWPN115 KV TX1,LOAD,VA
34886121,ANNANDAL35 KV TX3,LOAD,VA
34886123,ANNANDAL35 KV TX4,LOAD,VA
34886125,ARCOLA 115 KV TX1,LOAD,VA
34886127,ARLINGTN35 KV TX3,LOAD,VA
34886129,ARLINGTN35 KV TX4,LOAD,VA
34886131,ARLINGTN35 KV TX5,LOAD,VA
34886133,ARLINGTN35 KV TX6,LOAD,VA
34886135,ARNOLDCR35 KV TX1,LOAD,VA
34886137,ARNOLDCR35 KV TX2,LOAD,VA
34886139,ASHBURN 35 KV TX1,LOAD,VA
34886141,ASHBURN 35 KV TX2,LOAD,VA
34886143,BATERYHT230 KV TX1,LOAD,VA
34886145,BEAUMEAD35 KV TX1,LOAD,VA
34886147,BEAUMEAD35 KV TX2,LOAD,VA
34886149,BELVOIR 35 KV TX1,LOAD,VA
34886151,BELVOIR 35 KV TX2,LOAD,VA
34886153,BETHELDP115 KV TX1,LOAD,VA
34886155,BRADDOCK35 KV TX1,LOAD,VA
34886157,BRADDOCK35 KV TX2,LOAD,VA
34886161,BURKE 35 KV TX1,LOAD,VA
34886163,BURKE 35 KV TX2,LOAD,VA
34886165,CANNONBR35 KV TX2,LOAD,VA
34886167,CANNONBR115 KV AIRPORT,LOAD,VA
34886169,CATHARDP115 KV TX1,LOAD,VA
34886171,CEDARGDP115 KV DP1,LOAD,VA
34886173,CHANCELR35 KV TX2,LOAD,VA
34886175,CIA 13 KV TX1,LOAD,VA
34886177,CIA 13 KV TX2,LOAD,VA
34886179,CIA 35 KV TX3,LOAD,VA
34886181,CIA 35 KV TX4,LOAD,VA
34886183,CLARENDN35 KV TX1,LOAD,VA
34886185,CLARENDN35 KV TX2,LOAD,VA
34886187,CLARK4 35 KV TX1,LOAD,VA
34886189,CLARK4 35 KV TX2,LOAD,VA
34886191,CLARK4 35 KV TX3,LOAD,VA
34886193,CNTRVLIN35 KV TX2,LOAD,VA
34886195,CNTRVLIN230 KV TX1,LOAD,VA
34886197,CRANESCR35 KV TX1,LOAD,VA
34886199,CRANESCR35 KV TX2,LOAD,VA
34886201,CRYSTAL435 KV TX1,LOAD,VA
34886203,CRYSTAL435 KV TX2,LOAD,VA
34886205,CRYSTAL435 KV TX3,LOAD,VA
34886207,CRYSTAL435 KV TX4,LOAD,VA
34886209,CTRYCLDP115 KV TX1,LOAD,VA
34886211,CUBRUNDP230 KV TX1,LOAD,VA
34886213,DOMINDP 115 KV 172,LOAD,VA
34886215,DOMINDP 115 KV 197,LOAD,VA
34886217,DRANESVL35 KV TX1,LOAD,VA
34886219,DRANESVL35 KV TX2,LOAD,VA
34886221,DULLES 13 KV TX1,LOAD,VA
34886223,DULLES 13 KV TX2,LOAD,VA
34886225,DULLES 35 KV TX3,LOAD,VA
34886227,DULLES 35 KV TX4,LOAD,VA
34886229,DUMFRIES35 KV TX1,LOAD,VA
34886231,DUMFRIES35 KV TX2,LOAD,VA
34886233,ELKRUNDP115 KV TX1,LOAD,VA
34886235,FCWADP 230 KV TX1,LOAD,VA
34886237,FLSCHURC35 KV TX3,LOAD,VA
34886239,FLSCHURC35 KV TX4,LOAD,VA
34886241,FRANCONA35 KV TX1,LOAD,VA
34886243,FRANCONA35 KV TX2,LOAD,VA
34886245,FRDRKSBG13 KV TX2,LOAD,VA
34886247,FRDRKSBG13 KV TX3,LOAD,VA
34886249,FRDRKSBG35 KV TX4,LOAD,VA
34886251,FRDRKSBG35 KV TX6,LOAD,VA
34886253,GAINESVL35 KV TX1,LOAD,VA
34886255,GAINESVL115 KV DP3,LOAD,VA
34886257,GALLWSRD35 KV TX1,LOAD,VA
34886259,GALLWSRD35 KV TX2,LOAD,VA
34886261,GLCARLYN35 KV TX1,LOAD,VA
34886263,GLCARLYN35 KV TX3,LOAD,VA
34886265,GLCARLYN35 KV TX4,LOAD,VA
34886267,GLEBE 35 KV TX1,LOAD,VA
34886269,GLEBE 35 KV TX2,LOAD,VA
34886271,GODWINDP115 KV 172,LOAD,VA
34886273,GODWINDP115 KV 197,LOAD,VA
34886275,GUMSPRNG35 KV TX1,LOAD,VA
34886277,GUMSPRNG35 KV TX2,LOAD,VA
34886279,HARRSNDP115 KV DP1,LOAD,VA
34886281,HAYFIEL435 KV TX1,LOAD,VA
34886283,HAYFIEL435 KV TX2,LOAD,VA
34886285,HERNDNPK35 KV TX1,LOAD,VA
34886287,HUNTER 35 KV TX1,LOAD,VA
34886289,HUNTER 35 KV TX2,LOAD,VA
34886291,IDYLWOO435 KV TX1,LOAD,VA
34886293,IDYLWOO435 KV TX2,LOAD,VA
34886295,INDEPHIL115 KV TX1,LOAD,VA
34886297,JEFFRSON35 KV TX1,LOAD,VA
34886299,JEFFRSON35 KV TX2,LOAD,VA
34886301,JEFFRSON35 KV TX3,LOAD,VA
34886303,JEFFRSON35 KV TX4,LOAD,VA
34886305,JOHNSNDP230 KV TX2,LOAD,VA
34886307,KEENMILL35 KV TX1,LOAD,VA
34886309,KEENMILL35 KV TX2,LOAD,VA
34886311,LADYSMCT35 KV TX12,LOAD,VA
34886313,LAKRIDGE35 KV TX1,LOAD,VA
34886315,LAKRIDGE35 KV TX2,LOAD,VA
34886317,LINDENDP115 KV TX1,LOAD,VA
34886319,LOMARDP 115 KV TX1,LOAD,VA
34886321,LOMARDP 115 KV TX2,LOAD,VA
34886323,MIDDLEBG35 KV TX1,LOAD,VA
34886325,MIDDLEBG35 KV TX2,LOAD,VA
34886327,MINEROAD35 KV TX1,LOAD,VA
34886329,MINEROAD35 KV TX2,LOAD,VA
34886331,MINVILDP115 KV TX1,LOAD,VA
34886333,MOOREDP 230 KV TX1,LOAD,VA
34886335,OAKGROV435 KV TX1,LOAD,VA
34886337,OCCOQUAN35 KV TX1,LOAD,VA
34886339,OCCOQUAN35 KV TX2,LOAD,VA
34886341,PENDER 35 KV TX1,LOAD,VA
34886343,PENDER 35 KV TX2,LOAD,VA
34886345,PENDER 35 KV TX3,LOAD,VA
34886347,PLEASNTV35 KV TX1,LOAD,VA
34886349,PLEASNTV35 KV TX2,LOAD,VA
34886351,POSSUMP42 KV ARS1,LOAD,VA
34886353,POSSUMP42 KV ARS3,LOAD,VA
34886365,POSSUMP42 KV SS3,LOAD,VA
34886367,POSSUMP42 KV SS4,LOAD,VA
34886369,POSSUMP42 KV SS5,LOAD,VA
34886371,POSSUMP44 KV SS6A,LOAD,VA
34886373,POSSUMP44 KV SS6B,LOAD,VA
34886375,PRINCWIL230 KV TX1,LOAD,VA
34886377,QUANTICO115 KV TX1,LOAD,VA
34886379,QUANTICO115 KV TX2,LOAD,VA
34886381,RAVNSWTH35 KV TX1,LOAD,VA
34886383,REMINGTN35 KV TX1,LOAD,VA
34886385,REMINGTN35 KV TX2,LOAD,VA
34886387,REMNTNCT35 KV TX12,LOAD,VA
34886389,REMNTNCT35 KV TX34,LOAD,VA
34886391,RESTON 35 KV TX1,LOAD,VA
34886393,RESTON 35 KV TX2,LOAD,VA
34886395,RESTON 35 KV TX3,LOAD,VA
34886397,ROSLYN 13 KV TX1,LOAD,VA
34886399,ROSLYN 13 KV TX2,LOAD,VA
34886401,ROSLYN 13 KV TX3,LOAD,VA
34886403,ROSLYN 13 KV TX4,LOAD,VA
34886405,SIDEBURN35 KV TX1,LOAD,VA
34886407,SLABTNDP115 KV TX1,LOAD,VA
34886409,SMOKTNDP115 KV TX1,LOAD,VA
34886411,SOWEGODP115 KV TX1,LOAD,VA
34886413,STAFFORD35 KV TX1,LOAD,VA
34886415,STAFFORD35 KV TX2,LOAD,VA
34886417,STERLNPK35 KV TX2,LOAD,VA
34886419,STERLNPK35 KV TX3,LOAD,VA
34886421,STERLNPK35 KV TX4,LOAD,VA
34886425,STJOHNS4115 KV TX1,LOAD,VA
34886427,STONWLDP115 KV DP1,LOAD,VA
34886429,SULLY 35 KV TX1,LOAD,VA
34886431,SULLY 35 KV TX2,LOAD,VA
34886433,SWINKMIL35 KV TX1,LOAD,VA
34886435,TYSONS 35 KV TX1,LOAD,VA
34886437,TYSONS 35 KV TX2,LOAD,VA
34886439,TYSONS 35 KV TX3,LOAD,VA
34886441,TYSONS 35 KV TX5,LOAD,VA
34886443,VAHILLS 35 KV TX1,LOAD,VA
34886445,VANDORN 35 KV TX1,LOAD,VA
34886447,VANDORN 35 KV TX2,LOAD,VA
34886449,WALNEY 35 KV TX1,LOAD,VA
34886451,WALNEY 35 KV TX2,LOAD,VA
34886453,WAR 13 KV TX1,LOAD,VA
34886455,WAR 13 KV TX2,LOAD,VA
34886457,WAR 13 KV TX3,LOAD,VA
34886459,WARRENTN35 KV TX1,LOAD,VA
34886461,WELNGTDP115 KV TX1,LOAD,VA
34886463,WOODBRGE35 KV TX1,LOAD,VA
34886465,WOODBRGE35 KV TX2,LOAD,VA
34886467,WOODPKDP115 KV TX1,LOAD,VA
34886469,WOODSDP 115 KV TX1,LOAD,VA
34886471,AHOSKIE 35 KV TX1,LOAD,NC
34886473,ALBEMARL35 KV TX1,LOAD,NC
34886475,ANACONDA115 KV TX1,LOAD,NC
34886477,AULANDDP115 KV TX1,LOAD,NC
34886481,AYDLETT 35 KV TX1,LOAD,NC
34886483,AYDLETT 35 KV TX2,LOAD,NC
34886485,BATTLEBO35 KV TX1,LOAD,NC
34886487,BATTLEBO35 KV TX3,LOAD,NC
34886489,BENSONDP115 KV TX1,LOAD,NC
34886491,BETHELCA13 KV TX1,LOAD,NC
34886497,CAROLINA13 KV TX1,LOAD,NC
34886499,CAROLINA13 KV TX2,LOAD,NC
34886501,CAROLINA13 KV TX3,LOAD,NC
34886503,CHOWAN 35 KV TX1,LOAD,NC
34886505,COLINGTN35 KV TX1,LOAD,NC
34886507,CONETODP115 KV TX1,LOAD,NC
34886509,CONSLDSL115 KV TX1,LOAD,NC
34886511,CONSLDSL115 KV TX2,LOAD,NC
34886513,COXDP 115 KV 115,LOAD,NC
34886515,COXDP 115 KV TX1,LOAD,NC
34886517,CRESWELL35 KV TX2,LOAD,NC
34886519,EARLEYS 35 KV TX1,LOAD,NC
34886521,EARLEYS 35 KV TX2,LOAD,NC
34886523,EDENTON 13 KV TX1,LOAD,NC
34886525,EDENTON 13 KV TX2,LOAD,NC
34886527,ELIZBETH35 KV TX1,LOAD,NC
34886529,ELIZBETH35 KV TX2,LOAD,NC
34886531,ETNFERDP115 KV TX1,LOAD,NC
34886533,ETNFERDP115 KV TX2,LOAD,NC
34886535,EVERETTS35 KV TX1,LOAD,NC
34886537,EVERETTS35 KV TX3,LOAD,NC
34886539,FIVEPTDP115 KV TX1,LOAD,NC
34886541,HORNERTN13 KV TX1,LOAD,NC
34886543,HORNERTN13 KV TX2,LOAD,NC
34886545,HORNERTN35 KV TX3,LOAD,NC
34886547,HORNERTN35 KV TX5,LOAD,NC
34886549,JACKSNDP115 KV TX1,LOAD,NC
34886551,KELFORD 35 KV TX1,LOAD,NC
34886553,KITTYHWK35 KV TX4LOAD,LOAD,NC
34886555,KITTYHWK35 KV TX5LOAD,LOAD,NC
34886557,LEGXRDDP115 KV TX1,LOAD,NC
34886559,LITTLEDP115 KV TX1,LOAD,NC
34886561,LKGASTON35 KV TX1,LOAD,NC
34886563,MAPLTNDP115 KV TX1,LOAD,NC
34886565,MARTINDP115 KV TX1,LOAD,VA
34886567,MAYODP 115 KV TX1,LOAD,NC
34886569,MAYODP 115 KV TX2,LOAD,NC
34886571,MRTNCTDP115 KV TX1,LOAD,NC
34886573,MURPHY 35 KV TX1,LOAD,NC
34886575,MURPHY 35 KV TX2,LOAD,NC
34886577,NAGSHEAD35 KV TX2,LOAD,NC
34886579,NAGSHEAD35 KV TX3,LOAD,NC
34886581,NASH 35 KV TX1,LOAD,NC
34886583,NUCOR4 230 KV TX1,LOAD,NC
34886585,OREGONDP115 KV TX1,LOAD,NC
34886587,PANTEGDP115 KV TX1,LOAD,NC
34886589,PANTEGO 115 KV TX1,LOAD,NC
34886591,PARMELDP115 KV TX1,LOAD,NC
34886593,PARMELE 13 KV TX1,LOAD,NC
34886597,PLYMOUT435 KV TX1,LOAD,NC
34886599,PLYMOUT435 KV TX2,LOAD,NC
34886601,RIDERCRK35 KV TX1,LOAD,NC
34886603,ROBERSNV115 KV TX1,LOAD,NC
34886605,RORAPDDP115 KV TX1,LOAD,NC
34886607,RORAPIDS14 KV SS1,LOAD,NC
34886609,RORAPIDS14 KV SS2,LOAD,NC
34886611,SAMSHEAD115 KV TX1,LOAD,NC
34886613,SCOTLAND13 KV TX2,LOAD,NC
34886615,SCOTLAND115 KV NC,LOAD,NC
34886617,SEABOARD13 KV TX1,LOAD,NC
34886619,SLIGO 35 KV TX1,LOAD,NC
34886621,SUNBURY435 KV TX1,LOAD,NC
34886623,TARBORDP115 KV TX1,LOAD,NC
34886625,TARBORO 13 KV TX2,LOAD,NC
34886627,TARBORO 115 KV EMEMC,LOAD,NC
34886629,TARBORO 115 KV TOWN-DP,LOAD,NC
34886631,TARBORO4230 KV TX1,LOAD,NC
34886633,TARRIVER13 KV TX3,LOAD,NC
34886635,TUNIS 35 KV TX2,LOAD,NC
34886637,VAUGHNDP115 KV TX1,LOAD,NC
34886639,VOA 115 KV TX1,LOAD,NC
34886641,VOA 115 KV TX2,LOAD,NC
34886645,WEYERHSR14 KV TX1,LOAD,NC
34886647,WEYERHSR14 KV TX2,LOAD,NC
34886649,WEYERHSR14 KV TX3,LOAD,NC
34886651,WHITAKER35 KV TX1,LOAD,NC
34886653,WILROBDP115 KV TX1,LOAD,NC
34886655,WINDSDP 115 KV TX1,LOAD,NC
34886657,WINFALL 35 KV TX1,LOAD,NC
34886659,WINFALL 35 KV TX3,LOAD,NC
34886661,WOODLAN435 KV TX1,LOAD,NC
34886663,BARRCKRD35 KV TX1,LOAD,VA
34886665,BARRCKRD35 KV TX2,LOAD,VA
34886667,BARTERBR115 KV TX1,LOAD,VA
34886669,BATHCO 20 KV SS,LOAD,VA
34886671,BRANDDP 115 KV TX1,LOAD,VA
34886673,BRANDYDP115 KV TX1,LOAD,VA
34886675,BRANDYDP115 KV TX2,LOAD,VA
34886677,BREMO4 2 KV RSS3,LOAD,VA
34886679,BREMO4 2 KV SS3,LOAD,VA
34886681,BREMO4 4 KV RSS4,LOAD,VA
34886683,BREMO4 4 KV SS4,LOAD,VA
34886685,BREMO4 35 KV TX5,LOAD,VA
34886687,BUENAVST13 KV TX1,LOAD,VA
34886689,BUENAVST13 KV TX2,LOAD,VA
34886691,BUSTLEDP115 KV TX1,LOAD,VA
34886693,CARTERSV35 KV TX1,LOAD,VA
34886695,CASHCNDP230 KV TX1,LOAD,VA
34886697,CHARLTSV35 KV TX3,LOAD,VA
34886699,CHARLTSV35 KV TX4,LOAD,VA
34886701,CLIFTNFG13 KV TX4,LOAD,VA
34886703,CLIFTNFG46 KV TX3,LOAD,VA
34886705,COLUMBI4115 KV TX1,LOAD,VA
34886707,COVINGTN46 KV TX1,LOAD,VA
34886709,COVINGTN46 KV TX2,LOAD,VA
34886711,CRAIGSVL115 KV TX1,LOAD,VA
34886713,CROZET 35 KV TX1,LOAD,VA
34886715,CULPEPER35 KV TX1,LOAD,VA
34886717,CULPEPER35 KV TX2,LOAD,VA
34886721,CUNNGHDP115 KV TX1,LOAD,VA
34886723,CUSHAW 2 KV TX2,LOAD,VA
34886725,DAYTON 35 KV TX1,LOAD,VA
34886727,DAYTON 35 KV TX2,LOAD,VA
34886729,DAYTONDP115 KV DAYTONDP,LOAD,VA
34886731,DOOMS4 22 KV TX1,LOAD,VA
34886733,DOOMS4 22 KV TX2,LOAD,VA
34886737,DOUBLEDP115 KV TX1,LOAD,VA
34886739,DUPWAYNE115 KV TX1,LOAD,VA
34886741,DUPWAYNE115 KV TX2,LOAD,VA
34886743,EASTMILL14 KV TX4,LOAD,VA
34886745,EASTMILL14 KV TX5,LOAD,VA
34886747,EASTMILL14 KV TX6,LOAD,VA
34886749,EDINBUR435 KV TX1,LOAD,VA
34886751,EDINBUR435 KV TX2,LOAD,VA
34886753,EFFINGER115 KV TX1,LOAD,VA
34886755,ELKTONDP115 KV TX1,LOAD,VA
34886757,ENDCAVRN35 KV TX1,LOAD,VA
34886759,ENDCAVRN35 KV TX2,LOAD,VA
34886761,FAIRFELD35 KV TX1,LOAD,VA
34886763,FISHERSV22 KV TX1,LOAD,VA
34886765,FISHERSV22 KV TX2,LOAD,VA
34886767,GLASGOW413 KV TX1,LOAD,VA
34886769,GLASGOW413 KV TX2,LOAD,VA
34886771,GORDONSV35 KV TX2,LOAD,VA
34886775,GOSHEN4 22 KV TX3,LOAD,VA
34886777,GOSHEN4 46 KV TX1,LOAD,VA
34886779,GROTTOES13 KV TX1,LOAD,VA
34886781,GROTTOES22 KV TX3,LOAD,VA
34886783,HARRSNBG35 KV TX1,LOAD,VA
34886785,HARRSNBG35 KV TX2,LOAD,VA
34886787,HARRSNBG69 KV HEC3,LOAD,VA
34886789,HARRSNBG69 KV HEC6,LOAD,VA
34886791,HOLLYMD 35 KV TX1,LOAD,VA
34886793,HRSNBGDP230 KV TX1,LOAD,VA
34886795,JAMESLEE115 KV TX1,LOAD,VA
34886797,JAMESRIV115 KV TX1,LOAD,VA
34886799,KIDDSTDP115 KV TX1,LOAD,VA
34886801,LAKEOFWD115 KV TX1,LOAD,VA
34886803,LAKEOFWD115 KV WILDNSDP,LOAD,VA
34886807,LOUISA 35 KV TX1,LOAD,VA
34886809,LOUISAPP230 KV TX1,LOAD,VA
34886811,MERCK5 35 KV TX1D1,LOAD,VA
34886813,MERCK5 35 KV TX1D2,LOAD,VA
34886815,MERCK5 35 KV TX2,LOAD,VA
34886817,MERCK5 35 KV TX3,LOAD,VA
34886819,MIDWAYDP115 KV TX1,LOAD,VA
34886821,MITCHLDP115 KV TX1,LOAD,VA
34886823,MTEAGLE 35 KV TX1,LOAD,VA
34886825,MTJACKS435 KV TX1,LOAD,VA
34886827,MTJACKS4115 KV TX2,LOAD,VA
34886829,MTSTORM44 KV RSS1,LOAD,WV
34886831,MTSTORM44 KV SS1,LOAD,WV
34886833,MTSTORM44 KV SS2,LOAD,WV
34886835,MTSTORM44 KV SS3,LOAD,WV
34886837,MTSTORM435 KV RSS6,LOAD,WV
34886839,MTSTORM435 KV SS2,LOAD,WV
34886843,NIBCO 115 KV TX1,LOAD,VA
34886845,NIRIVER 115 KV TX1,LOAD,VA
34886847,NRIVERDP115 KV TX1,LOAD,VA
34886849,ORANGE 13 KV TX2,LOAD,VA
34886851,ORANGE 35 KV TX1,LOAD,VA
34886853,PAYTESDP115 KV TX1,LOAD,VA
34886855,PROFITDP230 KV TX1,LOAD,VA
34886857,PROFITDP230 KV TX2,LOAD,VA
34886861,ROCKBRDG13 KV TX1,LOAD,VA
34886863,ROCKBRDG13 KV TX3,LOAD,VA
34886865,SDRAFTDP115 KV TX1,LOAD,VA
34886867,SHERWOOD35 KV TX1,LOAD,VA
34886869,SHERWOOD35 KV TX2,LOAD,VA
34886873,STAUNTON13 KV TX2,LOAD,VA
34886875,STAUNTON22 KV TX1,LOAD,VA
34886877,STAUNTON22 KV TX5,LOAD,VA
34886879,STUDRAFT22 KV TX1,LOAD,VA
34886881,STUDRAFT22 KV TX3,LOAD,VA
34886883,TIMBERVL13 KV TX1,LOAD,VA
34886885,TIMBVLDP115 KV TIMBDPZ,LOAD,VA
34886887,TODDSTVN115 KV TX1,LOAD,VA
34886889,TRICESLK115 KV TX1,LOAD,VA
34886891,TRIMBLDP115 KV TX1,LOAD,VA
34886893,UNIONVIL115 KV TX1,LOAD,VA
34886895,VERONA 22 KV TX1,LOAD,VA
34886897,VERONA 22 KV TX2,LOAD,VA
34886899,WAYNESBO22 KV TX1,LOAD,VA
34886901,WESTVAC414 KV TX1,LOAD,VA
34886903,WESTVAC414 KV TX2,LOAD,VA
34886905,WESTVAC414 KV TX3,LOAD,VA
34886907,WEYERSCV35 KV TX1,LOAD,VA
